date,channel,spend
2023-08-04,Affiliate,49.1
2023-08-04,Email,74.9
2023-08-04,Paid Search,242.67
2023-08-04,Paid Social,171.81
2023-08-05,Affiliate,50.4
2023-08-05,Email,68.81
2023-08-05,Paid Search,216.03
2023-08-05,Paid Social,144.14
2023-08-06,Affiliate,56.25
2023-08-06,Email,83.89
2023-08-06,Paid Search,222.85
2023-08-06,Paid Social,156.67
2023-08-07,Affiliate,50.01
2023-08-07,Email,67.86
2023-08-07,Paid Search,216.94
2023-08-07,Paid Social,158.5
2023-08-08,Affiliate,52.36
2023-08-08,Email,76.78
2023-08-08,Paid Search,228.83
2023-08-08,Paid Social,171.93
2023-08-09,Affiliate,58.15
2023-08-09,Email,71.84
2023-08-09,Paid Search,227.37
2023-08-09,Paid Social,197.41
2023-08-10,Affiliate,39.55
2023-08-10,Email,59.05
2023-08-10,Paid Search,166.15
2023-08-10,Paid Social,144.03
2023-08-11,Affiliate,53.34
2023-08-11,Email,71.87
2023-08-11,Paid Search,209.14
2023-08-11,Paid Social,185.76
2023-08-12,Affiliate,41.62
2023-08-12,Email,60.45
2023-08-12,Paid Search,193.07
2023-08-12,Paid Social,147.21
2023-08-13,Affiliate,52.33
2023-08-13,Email,73.64
2023-08-13,Paid Search,196.65
2023-08-13,Paid Social,183.52
2023-08-14,Affiliate,56.06
2023-08-14,Email,71.41
2023-08-14,Paid Search,232.77
2023-08-14,Paid Social,198.14
2023-08-15,Affiliate,52.06
2023-08-15,Email,78.45
2023-08-15,Paid Search,201.6
2023-08-15,Paid Social,186.33
2023-08-16,Affiliate,41.29
2023-08-16,Email,58.67
2023-08-16,Paid Search,191.68
2023-08-16,Paid Social,149.15
2023-08-17,Affiliate,41.86
2023-08-17,Email,59.77
2023-08-17,Paid Search,182.68
2023-08-17,Paid Social,147.28
2023-08-18,Affiliate,48.88
2023-08-18,Email,64.28
2023-08-18,Paid Search,225.41
2023-08-18,Paid Social,188.19
2023-08-19,Affiliate,49.77
2023-08-19,Email,67.31
2023-08-19,Paid Search,193.7
2023-08-19,Paid Social,177.22
2023-08-20,Affiliate,49.82
2023-08-20,Email,66.63
2023-08-20,Paid Search,215.04
2023-08-20,Paid Social,189.93
2023-08-21,Affiliate,52.04
2023-08-21,Email,74.46
2023-08-21,Paid Search,213.67
2023-08-21,Paid Social,169.35
2023-08-22,Affiliate,44.8
2023-08-22,Email,63.09
2023-08-22,Paid Search,212.67
2023-08-22,Paid Social,182.12
2023-08-23,Affiliate,55.95
2023-08-23,Email,79.83
2023-08-23,Paid Search,229.38
2023-08-23,Paid Social,198.39
2023-08-24,Affiliate,51.53
2023-08-24,Email,69.35
2023-08-24,Paid Search,234.76
2023-08-24,Paid Social,156.88
2023-08-25,Affiliate,41.53
2023-08-25,Email,62.55
2023-08-25,Paid Search,182.56
2023-08-25,Paid Social,141.05
2023-08-26,Affiliate,47.53
2023-08-26,Email,64.66
2023-08-26,Paid Search,217.16
2023-08-26,Paid Social,173.74
2023-08-27,Affiliate,48.72
2023-08-27,Email,68.42
2023-08-27,Paid Search,201.11
2023-08-27,Paid Social,165.67
2023-08-28,Affiliate,56.76
2023-08-28,Email,75.41
2023-08-28,Paid Search,224.77
2023-08-28,Paid Social,171.27
2023-08-29,Affiliate,49.52
2023-08-29,Email,58.44
2023-08-29,Paid Search,207.81
2023-08-29,Paid Social,151.71
2023-08-30,Affiliate,47.76
2023-08-30,Email,64.55
2023-08-30,Paid Search,196.14
2023-08-30,Paid Social,153.45
2023-08-31,Affiliate,54.33
2023-08-31,Email,68.61
2023-08-31,Paid Search,179.27
2023-08-31,Paid Social,180.38
2023-09-01,Affiliate,68.92
2023-09-01,Email,96.54
2023-09-01,Paid Search,278.16
2023-09-01,Paid Social,225.04
2023-09-02,Affiliate,55.27
2023-09-02,Email,82.25
2023-09-02,Paid Search,251.92
2023-09-02,Paid Social,176.09
2023-09-03,Affiliate,59.43
2023-09-03,Email,85.4
2023-09-03,Paid Search,259.75
2023-09-03,Paid Social,177.27
2023-09-04,Affiliate,52.34
2023-09-04,Email,84.23
2023-09-04,Paid Search,240.63
2023-09-04,Paid Social,204.01
2023-09-05,Affiliate,71.92
2023-09-05,Email,86.38
2023-09-05,Paid Search,263.29
2023-09-05,Paid Social,187.31
2023-09-06,Affiliate,65.29
2023-09-06,Email,96.89
2023-09-06,Paid Search,282.56
2023-09-06,Paid Social,215.55
2023-09-07,Affiliate,53.03
2023-09-07,Email,82.55
2023-09-07,Paid Search,265.34
2023-09-07,Paid Social,188.35
2023-09-08,Affiliate,62.19
2023-09-08,Email,73.47
2023-09-08,Paid Search,220.77
2023-09-08,Paid Social,207.97
2023-09-09,Affiliate,64.15
2023-09-09,Email,90.83
2023-09-09,Paid Search,304.89
2023-09-09,Paid Social,231.03
2023-09-10,Affiliate,65.56
2023-09-10,Email,107.1
2023-09-10,Paid Search,300.18
2023-09-10,Paid Social,211.44
2023-09-11,Affiliate,70.16
2023-09-11,Email,89.07
2023-09-11,Paid Search,282.95
2023-09-11,Paid Social,218.6
2023-09-12,Affiliate,51.15
2023-09-12,Email,67.68
2023-09-12,Paid Search,201.62
2023-09-12,Paid Social,183.12
2023-09-13,Affiliate,56.6
2023-09-13,Email,76.94
2023-09-13,Paid Search,220.77
2023-09-13,Paid Social,168.71
2023-09-14,Affiliate,64.3
2023-09-14,Email,78.43
2023-09-14,Paid Search,274.18
2023-09-14,Paid Social,217.83
2023-09-15,Affiliate,58.58
2023-09-15,Email,80.93
2023-09-15,Paid Search,251.05
2023-09-15,Paid Social,201.5
2023-09-16,Affiliate,63.65
2023-09-16,Email,86.57
2023-09-16,Paid Search,247.79
2023-09-16,Paid Social,213.9
2023-09-17,Affiliate,62.77
2023-09-17,Email,88.53
2023-09-17,Paid Search,311.83
2023-09-17,Paid Social,189.91
2023-09-18,Affiliate,58.85
2023-09-18,Email,71.64
2023-09-18,Paid Search,228.21
2023-09-18,Paid Social,187.55
2023-09-19,Affiliate,65.04
2023-09-19,Email,92.36
2023-09-19,Paid Search,259.9
2023-09-19,Paid Social,208.03
2023-09-20,Affiliate,40.97
2023-09-20,Email,59.37
2023-09-20,Paid Search,162.84
2023-09-20,Paid Social,145.73
2023-09-21,Affiliate,57.56
2023-09-21,Email,72.54
2023-09-21,Paid Search,220.55
2023-09-21,Paid Social,169.43
2023-09-22,Affiliate,57.4
2023-09-22,Email,87.85
2023-09-22,Paid Search,262.21
2023-09-22,Paid Social,180.13
2023-09-23,Affiliate,57.76
2023-09-23,Email,80.15
2023-09-23,Paid Search,216.09
2023-09-23,Paid Social,198.87
2023-09-24,Affiliate,72.16
2023-09-24,Email,86.01
2023-09-24,Paid Search,302.23
2023-09-24,Paid Social,221.6
2023-09-25,Affiliate,53.76
2023-09-25,Email,77.1
2023-09-25,Paid Search,217.87
2023-09-25,Paid Social,182.05
2023-09-26,Affiliate,56.27
2023-09-26,Email,75.29
2023-09-26,Paid Search,235.41
2023-09-26,Paid Social,212.16
2023-09-27,Affiliate,61.09
2023-09-27,Email,86.96
2023-09-27,Paid Search,230.39
2023-09-27,Paid Social,209.47
2023-09-28,Affiliate,64.02
2023-09-28,Email,88.93
2023-09-28,Paid Search,248.53
2023-09-28,Paid Social,219.89
2023-09-29,Affiliate,53.35
2023-09-29,Email,82.15
2023-09-29,Paid Search,238.97
2023-09-29,Paid Social,183.33
2023-09-30,Affiliate,74.81
2023-09-30,Email,92.23
2023-09-30,Paid Search,302.62
2023-09-30,Paid Social,223.27
2023-10-01,Affiliate,67.22
2023-10-01,Email,102.99
2023-10-01,Paid Search,311.11
2023-10-01,Paid Social,252.32
2023-10-02,Affiliate,72.33
2023-10-02,Email,91.65
2023-10-02,Paid Search,286.49
2023-10-02,Paid Social,235.13
2023-10-03,Affiliate,74.91
2023-10-03,Email,112.08
2023-10-03,Paid Search,338.81
2023-10-03,Paid Social,270.34
2023-10-04,Affiliate,59.8
2023-10-04,Email,96.62
2023-10-04,Paid Search,310.25
2023-10-04,Paid Social,239.49
2023-10-05,Affiliate,63.9
2023-10-05,Email,85.03
2023-10-05,Paid Search,256.26
2023-10-05,Paid Social,215.54
2023-10-06,Affiliate,72.27
2023-10-06,Email,88.09
2023-10-06,Paid Search,292.41
2023-10-06,Paid Social,256.57
2023-10-07,Affiliate,74.31
2023-10-07,Email,96.99
2023-10-07,Paid Search,285.45
2023-10-07,Paid Social,244.6
2023-10-08,Affiliate,68.84
2023-10-08,Email,100.5
2023-10-08,Paid Search,320.65
2023-10-08,Paid Social,276.72
2023-10-09,Affiliate,77.85
2023-10-09,Email,103.66
2023-10-09,Paid Search,305.84
2023-10-09,Paid Social,262.71
2023-10-10,Affiliate,74.35
2023-10-10,Email,113.77
2023-10-10,Paid Search,343.43
2023-10-10,Paid Social,275.53
2023-10-11,Affiliate,64.42
2023-10-11,Email,81.09
2023-10-11,Paid Search,235.99
2023-10-11,Paid Social,194.29
2023-10-12,Affiliate,69.73
2023-10-12,Email,124.19
2023-10-12,Paid Search,304.09
2023-10-12,Paid Social,232.12
2023-10-13,Affiliate,63.66
2023-10-13,Email,87.66
2023-10-13,Paid Search,246.15
2023-10-13,Paid Social,200.32
2023-10-14,Affiliate,73.23
2023-10-14,Email,99.91
2023-10-14,Paid Search,294.63
2023-10-14,Paid Social,238.33
2023-10-15,Affiliate,75.73
2023-10-15,Email,115.33
2023-10-15,Paid Search,301.04
2023-10-15,Paid Social,264.59
2023-10-16,Affiliate,72.81
2023-10-16,Email,101.77
2023-10-16,Paid Search,299.23
2023-10-16,Paid Social,262.43
2023-10-17,Affiliate,61.77
2023-10-17,Email,92.79
2023-10-17,Paid Search,281.95
2023-10-17,Paid Social,207.46
2023-10-18,Affiliate,60.46
2023-10-18,Email,100.01
2023-10-18,Paid Search,281.71
2023-10-18,Paid Social,234.08
2023-10-19,Affiliate,65.4
2023-10-19,Email,97.64
2023-10-19,Paid Search,262.75
2023-10-19,Paid Social,211.47
2023-10-20,Affiliate,66.64
2023-10-20,Email,97.35
2023-10-20,Paid Search,268.12
2023-10-20,Paid Social,227.67
2023-10-21,Affiliate,68.81
2023-10-21,Email,107.88
2023-10-21,Paid Search,312.9
2023-10-21,Paid Social,277.08
2023-10-22,Affiliate,74.72
2023-10-22,Email,97.85
2023-10-22,Paid Search,318.81
2023-10-22,Paid Social,266.37
2023-10-23,Affiliate,64.54
2023-10-23,Email,90.22
2023-10-23,Paid Search,258.66
2023-10-23,Paid Social,223.02
2023-10-24,Affiliate,74.14
2023-10-24,Email,101.1
2023-10-24,Paid Search,345.64
2023-10-24,Paid Social,245.38
2023-10-25,Affiliate,69.35
2023-10-25,Email,104.34
2023-10-25,Paid Search,287.76
2023-10-25,Paid Social,224.97
2023-10-26,Affiliate,72.7
2023-10-26,Email,99.37
2023-10-26,Paid Search,268.92
2023-10-26,Paid Social,238.51
2023-10-27,Affiliate,83.22
2023-10-27,Email,104.18
2023-10-27,Paid Search,308.42
2023-10-27,Paid Social,244.83
2023-10-28,Affiliate,69.49
2023-10-28,Email,98.59
2023-10-28,Paid Search,266.2
2023-10-28,Paid Social,207.99
2023-10-29,Affiliate,75.59
2023-10-29,Email,87.28
2023-10-29,Paid Search,342.08
2023-10-29,Paid Social,224.7
2023-10-30,Affiliate,69.25
2023-10-30,Email,97.78
2023-10-30,Paid Search,324.08
2023-10-30,Paid Social,236.24
2023-10-31,Affiliate,72.79
2023-10-31,Email,112.52
2023-10-31,Paid Search,295.13
2023-10-31,Paid Social,257.81
2023-11-01,Affiliate,100.15
2023-11-01,Email,131.78
2023-11-01,Paid Search,446.25
2023-11-01,Paid Social,354.51
2023-11-02,Affiliate,94.54
2023-11-02,Email,124.38
2023-11-02,Paid Search,419.66
2023-11-02,Paid Social,367.33
2023-11-03,Affiliate,133.3
2023-11-03,Email,165.4
2023-11-03,Paid Search,429.2
2023-11-03,Paid Social,418.13
2023-11-04,Affiliate,107.89
2023-11-04,Email,165.41
2023-11-04,Paid Search,455.4
2023-11-04,Paid Social,375.61
2023-11-05,Affiliate,118.31
2023-11-05,Email,173.0
2023-11-05,Paid Search,442.9
2023-11-05,Paid Social,384.68
2023-11-06,Affiliate,111.91
2023-11-06,Email,160.86
2023-11-06,Paid Search,431.36
2023-11-06,Paid Social,394.49
2023-11-07,Affiliate,109.57
2023-11-07,Email,141.67
2023-11-07,Paid Search,450.21
2023-11-07,Paid Social,434.31
2023-11-08,Affiliate,115.96
2023-11-08,Email,151.1
2023-11-08,Paid Search,463.99
2023-11-08,Paid Social,372.74
2023-11-09,Affiliate,99.63
2023-11-09,Email,150.57
2023-11-09,Paid Search,464.41
2023-11-09,Paid Social,382.5
2023-11-10,Affiliate,109.25
2023-11-10,Email,164.17
2023-11-10,Paid Search,474.54
2023-11-10,Paid Social,416.81
2023-11-11,Affiliate,117.21
2023-11-11,Email,189.57
2023-11-11,Paid Search,548.4
2023-11-11,Paid Social,426.59
2023-11-12,Affiliate,104.28
2023-11-12,Email,170.27
2023-11-12,Paid Search,448.7
2023-11-12,Paid Social,380.36
2023-11-13,Affiliate,121.24
2023-11-13,Email,166.57
2023-11-13,Paid Search,431.95
2023-11-13,Paid Social,406.97
2023-11-14,Affiliate,105.95
2023-11-14,Email,146.57
2023-11-14,Paid Search,496.03
2023-11-14,Paid Social,326.59
2023-11-15,Affiliate,95.08
2023-11-15,Email,149.82
2023-11-15,Paid Search,405.42
2023-11-15,Paid Social,369.24
2023-11-16,Affiliate,103.04
2023-11-16,Email,144.92
2023-11-16,Paid Search,356.88
2023-11-16,Paid Social,328.79
2023-11-17,Affiliate,94.27
2023-11-17,Email,165.13
2023-11-17,Paid Search,492.77
2023-11-17,Paid Social,366.31
2023-11-18,Affiliate,110.48
2023-11-18,Email,164.77
2023-11-18,Paid Search,469.27
2023-11-18,Paid Social,397.57
2023-11-19,Affiliate,91.53
2023-11-19,Email,157.75
2023-11-19,Paid Search,431.35
2023-11-19,Paid Social,366.58
2023-11-20,Affiliate,124.0
2023-11-20,Email,175.07
2023-11-20,Paid Search,552.66
2023-11-20,Paid Social,433.22
2023-11-21,Affiliate,98.98
2023-11-21,Email,137.4
2023-11-21,Paid Search,442.84
2023-11-21,Paid Social,303.0
2023-11-22,Affiliate,92.41
2023-11-22,Email,116.84
2023-11-22,Paid Search,375.71
2023-11-22,Paid Social,314.74
2023-11-23,Affiliate,116.94
2023-11-23,Email,159.74
2023-11-23,Paid Search,506.56
2023-11-23,Paid Social,376.31
2023-11-24,Affiliate,103.09
2023-11-24,Email,157.56
2023-11-24,Paid Search,488.79
2023-11-24,Paid Social,431.64
2023-11-25,Affiliate,117.7
2023-11-25,Email,137.1
2023-11-25,Paid Search,553.35
2023-11-25,Paid Social,377.47
2023-11-26,Affiliate,119.95
2023-11-26,Email,157.57
2023-11-26,Paid Search,511.68
2023-11-26,Paid Social,376.57
2023-11-27,Affiliate,102.04
2023-11-27,Email,131.19
2023-11-27,Paid Search,432.88
2023-11-27,Paid Social,349.18
2023-11-28,Affiliate,99.85
2023-11-28,Email,138.07
2023-11-28,Paid Search,422.36
2023-11-28,Paid Social,293.42
2023-11-29,Affiliate,109.3
2023-11-29,Email,136.14
2023-11-29,Paid Search,420.5
2023-11-29,Paid Social,365.23
2023-11-30,Affiliate,97.44
2023-11-30,Email,128.29
2023-11-30,Paid Search,450.04
2023-11-30,Paid Social,315.66
2023-12-01,Affiliate,97.09
2023-12-01,Email,133.79
2023-12-01,Paid Search,391.86
2023-12-01,Paid Social,302.93
2023-12-02,Affiliate,78.8
2023-12-02,Email,120.03
2023-12-02,Paid Search,392.49
2023-12-02,Paid Social,271.86
2023-12-03,Affiliate,79.06
2023-12-03,Email,121.67
2023-12-03,Paid Search,363.74
2023-12-03,Paid Social,255.6
2023-12-04,Affiliate,80.36
2023-12-04,Email,132.07
2023-12-04,Paid Search,355.46
2023-12-04,Paid Social,310.45
2023-12-05,Affiliate,109.81
2023-12-05,Email,135.85
2023-12-05,Paid Search,430.26
2023-12-05,Paid Social,328.0
2023-12-06,Affiliate,79.64
2023-12-06,Email,113.79
2023-12-06,Paid Search,297.97
2023-12-06,Paid Social,286.95
2023-12-07,Affiliate,74.71
2023-12-07,Email,109.11
2023-12-07,Paid Search,320.91
2023-12-07,Paid Social,261.72
2023-12-08,Affiliate,90.36
2023-12-08,Email,123.31
2023-12-08,Paid Search,393.93
2023-12-08,Paid Social,322.72
2023-12-09,Affiliate,88.52
2023-12-09,Email,133.97
2023-12-09,Paid Search,405.62
2023-12-09,Paid Social,293.87
2023-12-10,Affiliate,84.39
2023-12-10,Email,130.99
2023-12-10,Paid Search,341.86
2023-12-10,Paid Social,279.74
2023-12-11,Affiliate,80.56
2023-12-11,Email,126.33
2023-12-11,Paid Search,375.58
2023-12-11,Paid Social,281.06
2023-12-12,Affiliate,82.59
2023-12-12,Email,138.73
2023-12-12,Paid Search,375.32
2023-12-12,Paid Social,287.0
2023-12-13,Affiliate,73.25
2023-12-13,Email,112.91
2023-12-13,Paid Search,336.57
2023-12-13,Paid Social,218.98
2023-12-14,Affiliate,80.54
2023-12-14,Email,94.17
2023-12-14,Paid Search,287.51
2023-12-14,Paid Social,281.12
2023-12-15,Affiliate,75.88
2023-12-15,Email,112.38
2023-12-15,Paid Search,347.38
2023-12-15,Paid Social,306.33
2023-12-16,Affiliate,98.93
2023-12-16,Email,114.62
2023-12-16,Paid Search,358.29
2023-12-16,Paid Social,323.41
2023-12-17,Affiliate,96.24
2023-12-17,Email,129.45
2023-12-17,Paid Search,411.28
2023-12-17,Paid Social,295.16
2023-12-18,Affiliate,97.33
2023-12-18,Email,140.86
2023-12-18,Paid Search,391.29
2023-12-18,Paid Social,321.23
2023-12-19,Affiliate,101.4
2023-12-19,Email,138.08
2023-12-19,Paid Search,424.57
2023-12-19,Paid Social,336.19
2023-12-20,Affiliate,84.3
2023-12-20,Email,115.59
2023-12-20,Paid Search,350.77
2023-12-20,Paid Social,297.5
2023-12-21,Affiliate,80.16
2023-12-21,Email,108.8
2023-12-21,Paid Search,339.13
2023-12-21,Paid Social,253.73
2023-12-22,Affiliate,84.66
2023-12-22,Email,106.39
2023-12-22,Paid Search,296.24
2023-12-22,Paid Social,283.52
2023-12-23,Affiliate,86.1
2023-12-23,Email,143.07
2023-12-23,Paid Search,381.63
2023-12-23,Paid Social,320.58
2023-12-24,Affiliate,81.1
2023-12-24,Email,117.37
2023-12-24,Paid Search,365.85
2023-12-24,Paid Social,307.67
2023-12-25,Affiliate,86.3
2023-12-25,Email,139.63
2023-12-25,Paid Search,381.69
2023-12-25,Paid Social,304.95
2023-12-26,Affiliate,80.04
2023-12-26,Email,112.84
2023-12-26,Paid Search,351.06
2023-12-26,Paid Social,295.83
2023-12-27,Affiliate,86.25
2023-12-27,Email,114.76
2023-12-27,Paid Search,368.61
2023-12-27,Paid Social,277.98
2023-12-28,Affiliate,95.32
2023-12-28,Email,119.35
2023-12-28,Paid Search,381.91
2023-12-28,Paid Social,303.67
2023-12-29,Affiliate,86.36
2023-12-29,Email,122.17
2023-12-29,Paid Search,347.81
2023-12-29,Paid Social,339.03
2023-12-30,Affiliate,94.58
2023-12-30,Email,134.3
2023-12-30,Paid Search,407.15
2023-12-30,Paid Social,309.09
2023-12-31,Affiliate,93.53
2023-12-31,Email,130.4
2023-12-31,Paid Search,403.21
2023-12-31,Paid Social,329.19
2024-01-01,Affiliate,102.44
2024-01-01,Email,147.67
2024-01-01,Paid Search,426.8
2024-01-01,Paid Social,319.01
2024-01-02,Affiliate,83.3
2024-01-02,Email,131.83
2024-01-02,Paid Search,414.07
2024-01-02,Paid Social,314.35
2024-01-03,Affiliate,107.58
2024-01-03,Email,132.03
2024-01-03,Paid Search,428.53
2024-01-03,Paid Social,329.78
2024-01-04,Affiliate,90.1
2024-01-04,Email,153.52
2024-01-04,Paid Search,415.3
2024-01-04,Paid Social,324.93
2024-01-05,Affiliate,77.02
2024-01-05,Email,116.87
2024-01-05,Paid Search,321.24
2024-01-05,Paid Social,287.34
2024-01-06,Affiliate,96.95
2024-01-06,Email,121.94
2024-01-06,Paid Search,369.36
2024-01-06,Paid Social,315.87
2024-01-07,Affiliate,108.55
2024-01-07,Email,128.12
2024-01-07,Paid Search,444.25
2024-01-07,Paid Social,368.62
2024-01-08,Affiliate,93.99
2024-01-08,Email,144.85
2024-01-08,Paid Search,419.96
2024-01-08,Paid Social,340.91
2024-01-09,Affiliate,83.98
2024-01-09,Email,131.41
2024-01-09,Paid Search,366.73
2024-01-09,Paid Social,335.47
2024-01-10,Affiliate,92.11
2024-01-10,Email,128.21
2024-01-10,Paid Search,446.04
2024-01-10,Paid Social,319.24
2024-01-11,Affiliate,88.7
2024-01-11,Email,107.63
2024-01-11,Paid Search,315.32
2024-01-11,Paid Social,280.29
2024-01-12,Affiliate,76.46
2024-01-12,Email,123.41
2024-01-12,Paid Search,394.72
2024-01-12,Paid Social,266.17
2024-01-13,Affiliate,90.81
2024-01-13,Email,131.6
2024-01-13,Paid Search,423.09
2024-01-13,Paid Social,315.67
2024-01-14,Affiliate,76.82
2024-01-14,Email,111.52
2024-01-14,Paid Search,372.05
2024-01-14,Paid Social,270.23
2024-01-15,Affiliate,74.78
2024-01-15,Email,120.73
2024-01-15,Paid Search,336.58
2024-01-15,Paid Social,276.55
2024-01-16,Affiliate,91.03
2024-01-16,Email,121.85
2024-01-16,Paid Search,358.52
2024-01-16,Paid Social,291.68
2024-01-17,Affiliate,84.28
2024-01-17,Email,129.06
2024-01-17,Paid Search,340.06
2024-01-17,Paid Social,309.86
2024-01-18,Affiliate,95.44
2024-01-18,Email,133.6
2024-01-18,Paid Search,337.84
2024-01-18,Paid Social,295.93
2024-01-19,Affiliate,86.59
2024-01-19,Email,116.27
2024-01-19,Paid Search,342.42
2024-01-19,Paid Social,278.57
2024-01-20,Affiliate,88.94
2024-01-20,Email,119.06
2024-01-20,Paid Search,338.05
2024-01-20,Paid Social,274.39
2024-01-21,Affiliate,106.78
2024-01-21,Email,154.78
2024-01-21,Paid Search,446.99
2024-01-21,Paid Social,348.04
2024-01-22,Affiliate,91.29
2024-01-22,Email,149.56
2024-01-22,Paid Search,379.93
2024-01-22,Paid Social,288.57
2024-01-23,Affiliate,102.64
2024-01-23,Email,127.13
2024-01-23,Paid Search,420.88
2024-01-23,Paid Social,289.05
2024-01-24,Affiliate,79.36
2024-01-24,Email,115.72
2024-01-24,Paid Search,327.54
2024-01-24,Paid Social,275.37
2024-01-25,Affiliate,86.26
2024-01-25,Email,136.14
2024-01-25,Paid Search,350.34
2024-01-25,Paid Social,272.7
2024-01-26,Affiliate,83.84
2024-01-26,Email,125.23
2024-01-26,Paid Search,300.27
2024-01-26,Paid Social,315.75
2024-01-27,Affiliate,77.63
2024-01-27,Email,119.1
2024-01-27,Paid Search,401.09
2024-01-27,Paid Social,256.07
2024-01-28,Affiliate,91.67
2024-01-28,Email,141.7
2024-01-28,Paid Search,400.7
2024-01-28,Paid Social,311.78
2024-01-29,Affiliate,81.23
2024-01-29,Email,109.36
2024-01-29,Paid Search,395.28
2024-01-29,Paid Social,293.26
2024-01-30,Affiliate,92.81
2024-01-30,Email,128.92
2024-01-30,Paid Search,387.7
2024-01-30,Paid Social,308.67
2024-01-31,Affiliate,91.16
2024-01-31,Email,121.71
2024-01-31,Paid Search,343.19
2024-01-31,Paid Social,290.99
2024-02-01,Affiliate,100.77
2024-02-01,Email,121.19
2024-02-01,Paid Search,336.66
2024-02-01,Paid Social,308.41
2024-02-02,Affiliate,71.43
2024-02-02,Email,103.6
2024-02-02,Paid Search,331.59
2024-02-02,Paid Social,268.33
2024-02-03,Affiliate,77.91
2024-02-03,Email,92.74
2024-02-03,Paid Search,307.92
2024-02-03,Paid Social,258.27
2024-02-04,Affiliate,80.54
2024-02-04,Email,118.87
2024-02-04,Paid Search,380.32
2024-02-04,Paid Social,319.81
2024-02-05,Affiliate,85.59
2024-02-05,Email,120.53
2024-02-05,Paid Search,328.48
2024-02-05,Paid Social,236.19
2024-02-06,Affiliate,91.15
2024-02-06,Email,119.85
2024-02-06,Paid Search,349.56
2024-02-06,Paid Social,280.69
2024-02-07,Affiliate,73.55
2024-02-07,Email,104.87
2024-02-07,Paid Search,264.02
2024-02-07,Paid Social,259.47
2024-02-08,Affiliate,69.49
2024-02-08,Email,103.23
2024-02-08,Paid Search,297.49
2024-02-08,Paid Social,226.84
2024-02-09,Affiliate,86.94
2024-02-09,Email,111.03
2024-02-09,Paid Search,316.6
2024-02-09,Paid Social,283.59
2024-02-10,Affiliate,100.36
2024-02-10,Email,134.12
2024-02-10,Paid Search,388.05
2024-02-10,Paid Social,304.49
2024-02-11,Affiliate,87.26
2024-02-11,Email,127.7
2024-02-11,Paid Search,322.11
2024-02-11,Paid Social,301.05
2024-02-12,Affiliate,82.29
2024-02-12,Email,103.29
2024-02-12,Paid Search,335.85
2024-02-12,Paid Social,286.58
2024-02-13,Affiliate,81.57
2024-02-13,Email,124.97
2024-02-13,Paid Search,337.9
2024-02-13,Paid Social,257.0
2024-02-14,Affiliate,74.27
2024-02-14,Email,102.93
2024-02-14,Paid Search,283.46
2024-02-14,Paid Social,224.81
2024-02-15,Affiliate,68.5
2024-02-15,Email,103.34
2024-02-15,Paid Search,304.99
2024-02-15,Paid Social,241.33
2024-02-16,Affiliate,76.64
2024-02-16,Email,112.29
2024-02-16,Paid Search,313.09
2024-02-16,Paid Social,256.66
2024-02-17,Affiliate,91.89
2024-02-17,Email,142.43
2024-02-17,Paid Search,332.07
2024-02-17,Paid Social,310.79
2024-02-18,Affiliate,80.35
2024-02-18,Email,125.35
2024-02-18,Paid Search,347.24
2024-02-18,Paid Social,270.95
2024-02-19,Affiliate,70.65
2024-02-19,Email,91.3
2024-02-19,Paid Search,291.08
2024-02-19,Paid Social,248.02
2024-02-20,Affiliate,79.3
2024-02-20,Email,111.84
2024-02-20,Paid Search,349.24
2024-02-20,Paid Social,297.65
2024-02-21,Affiliate,83.33
2024-02-21,Email,103.8
2024-02-21,Paid Search,356.97
2024-02-21,Paid Social,272.66
2024-02-22,Affiliate,67.58
2024-02-22,Email,95.65
2024-02-22,Paid Search,302.03
2024-02-22,Paid Social,234.59
2024-02-23,Affiliate,72.18
2024-02-23,Email,123.14
2024-02-23,Paid Search,384.81
2024-02-23,Paid Social,253.99
2024-02-24,Affiliate,94.29
2024-02-24,Email,128.65
2024-02-24,Paid Search,402.81
2024-02-24,Paid Social,306.82
2024-02-25,Affiliate,87.18
2024-02-25,Email,112.04
2024-02-25,Paid Search,401.89
2024-02-25,Paid Social,324.44
2024-02-26,Affiliate,79.07
2024-02-26,Email,97.29
2024-02-26,Paid Search,353.02
2024-02-26,Paid Social,274.61
2024-02-27,Affiliate,80.92
2024-02-27,Email,118.74
2024-02-27,Paid Search,346.41
2024-02-27,Paid Social,284.37
2024-02-28,Affiliate,82.29
2024-02-28,Email,117.13
2024-02-28,Paid Search,392.06
2024-02-28,Paid Social,272.21
2024-02-29,Affiliate,78.64
2024-02-29,Email,103.78
2024-02-29,Paid Search,380.8
2024-02-29,Paid Social,295.71
2024-03-01,Affiliate,92.4
2024-03-01,Email,123.17
2024-03-01,Paid Search,401.34
2024-03-01,Paid Social,300.67
2024-03-02,Affiliate,85.69
2024-03-02,Email,109.82
2024-03-02,Paid Search,335.69
2024-03-02,Paid Social,262.63
2024-03-03,Affiliate,90.16
2024-03-03,Email,113.14
2024-03-03,Paid Search,346.32
2024-03-03,Paid Social,316.41
2024-03-04,Affiliate,78.01
2024-03-04,Email,116.88
2024-03-04,Paid Search,334.37
2024-03-04,Paid Social,295.0
2024-03-05,Affiliate,82.91
2024-03-05,Email,122.6
2024-03-05,Paid Search,352.36
2024-03-05,Paid Social,242.83
2024-03-06,Affiliate,98.66
